Entity,Code,Year,Penn World Table 9.0 (Real GDP at chained PPPs in 2011US$) (US$ (PPP-adjusted; real 2011)),CO₂ emissions per capita (tonnes) (tonnes per year),Total population (Gapminder)
Monaco,MCO,1980,,,26078
Monaco,MCO,1981,,,26459
Monaco,MCO,1982,,,26930
Monaco,MCO,1983,,,27459
Monaco,MCO,1984,,,28004
Monaco,MCO,1985,,,28533
Monaco,MCO,1986,,,29036
Monaco,MCO,1987,,,29521
Monaco,MCO,1988,,,29990
Monaco,MCO,1989,,,30447
Monaco,MCO,1990,,,30896
Monaco,MCO,1991,,,31330
Monaco,MCO,1992,,,31745
Monaco,MCO,1993,,,32154
Monaco,MCO,1994,,,32574
Monaco,MCO,1995,,,33014
Monaco,MCO,1996,,,33485
Monaco,MCO,1997,,,33974
Monaco,MCO,1998,,,34444
Monaco,MCO,1999,,,34840
Monaco,MCO,2000,,,35126
Monaco,MCO,2001,,,35288
Monaco,MCO,2002,,,35341
Monaco,MCO,2003,,,35323
Monaco,MCO,2004,,,35282
Monaco,MCO,2005,,,35260
Monaco,MCO,2006,,,35267
Monaco,MCO,2007,,,35295
Monaco,MCO,2008,,,35336
Monaco,MCO,2009,,,35377
Monaco,MCO,2010,,,35407
Monaco,MCO,2011,,,35427
Monaco,MCO,2012,,,35444
Monaco,MCO,2013,,,35456
Mongolia,MNG,1800,,,619000
Mongolia,MNG,1820,,,619000
Mongolia,MNG,1870,,,668000
Mongolia,MNG,1913,,,725000
Mongolia,MNG,1950,,0.367,780200
Mongolia,MNG,1951,,0.367,793846
Mongolia,MNG,1952,,0.367,808494
Mongolia,MNG,1953,,0.367,823840
Mongolia,MNG,1954,,0.5872,839736
Mongolia,MNG,1955,,0.6973,856184
Mongolia,MNG,1956,,0.8074,873350
Mongolia,MNG,1957,,0.8441,891555
Mongolia,MNG,1958,,1.2478,911239
Mongolia,MNG,1959,,1.4313,932921
Mongolia,MNG,1960,,1.3579,957044
Mongolia,MNG,1961,,1.4313,983822
Mongolia,MNG,1962,,1.9451,1013100
Mongolia,MNG,1963,,1.5414,1044297
Mongolia,MNG,1964,,1.9084,1076571
Mongolia,MNG,1965,,1.7616,1109312
Mongolia,MNG,1966,,1.7249,1142272
Mongolia,MNG,1967,,1.835,1175616
Mongolia,MNG,1968,,2.0552,1209647
Mongolia,MNG,1969,,2.1653,1244846
Mongolia,MNG,1970,1224.603271,2.2387,1281535
Mongolia,MNG,1971,1245.237793,2.3121,1319817
Mongolia,MNG,1972,1252.145874,2.4222,1359478
Mongolia,MNG,1973,1323.658081,2.4956,1400150
Mongolia,MNG,1974,1340.763916,2.6057,1441311
Mongolia,MNG,1975,1379.61084,2.7525,1482599
Mongolia,MNG,1976,1393.318848,2.8993,1523908
Mongolia,MNG,1977,1488.130127,3.1929,1565380
Mongolia,MNG,1978,1518.896118,3.5966,1607212
Mongolia,MNG,1979,1546.001465,3.8168,1649710
Mongolia,MNG,1980,1726.577881,4.0737,1693122
Mongolia,MNG,1981,1553.769287,3.8168,1736994
Mongolia,MNG,1982,1785.812744,3.8168,1781213
Mongolia,MNG,1983,1982.619629,3.8168,1826717
Mongolia,MNG,1984,2195.125732,3.4498,1874774
Mongolia,MNG,1985,2145.458008,4.6976,1926002
Mongolia,MNG,1986,2253.512451,4.8811,1981170
Mongolia,MNG,1987,2388.723389,5.2114,2039204
Mongolia,MNG,1988,2464.824707,5.5417,2096653
Mongolia,MNG,1989,2400.516846,4.9178,2148850
Mongolia,MNG,1990,3340.812744,4.5508,2192553
Mongolia,MNG,1991,2417.386475,5.4683,2226469
Mongolia,MNG,1992,2267.613525,4.8811,2251861
Mongolia,MNG,1993,1850.1604,4.0737,2271236
Mongolia,MNG,1994,1983.812134,3.4865,2288370
Mongolia,MNG,1995,2553.036133,3.4498,2306131
Mongolia,MNG,1996,2330.208496,3.4498,2325369
Mongolia,MNG,1997,2436.153809,3.303,2345618
Mongolia,MNG,1998,2311.886475,3.2663,2366895
Mongolia,MNG,1999,2410.423828,3.1562,2388862
Mongolia,MNG,2000,2748.728027,3.1195,2411369
Mongolia,MNG,2001,3008.855957,3.2296,2434515
Mongolia,MNG,2002,3269.374756,3.3764,2458853
Mongolia,MNG,2003,3582.300293,3.2296,2485177
Mongolia,MNG,2004,4215.887207,3.4131,2514462
Mongolia,MNG,2005,4942.615723,3.3764,2547339
Mongolia,MNG,2006,5989.220215,3.6333,2584143
Mongolia,MNG,2007,6597.756836,4.6609,2624509
Mongolia,MNG,2008,6669.79248,4.5875,2667474
Mongolia,MNG,2009,6251.869629,4.9178,2711659
Mongolia,MNG,2010,7304.106445,5.1013,2756001
Mongolia,MNG,2011,8656.826172,7.8171,2800114
Mongolia,MNG,2012,9833.21582,9.3585,2844081
Mongolia,MNG,2013,10620.2207,13.579,2887863
Mongolia,MNG,2014,11526.45898,7.1565,
Montenegro,MNE,1800,,,126582
Montenegro,MNE,1820,,,126582
Montenegro,MNE,1950,,,398539
Montenegro,MNE,1951,,,401735
Montenegro,MNE,1952,,,407165
Montenegro,MNE,1953,,,413925
Montenegro,MNE,1954,,,421324
Montenegro,MNE,1955,,,428881
Montenegro,MNE,1956,,,436342
Montenegro,MNE,1957,,,443661
Montenegro,MNE,1958,,,450979
Montenegro,MNE,1959,,,458567
Montenegro,MNE,1960,,,466674
Montenegro,MNE,1961,,,475371
Montenegro,MNE,1962,,,484408
Montenegro,MNE,1963,,,493148
Montenegro,MNE,1964,,,500745
Montenegro,MNE,1965,,,506646
Montenegro,MNE,1966,,,510527
Montenegro,MNE,1967,,,512701
Montenegro,MNE,1968,,,514031
Montenegro,MNE,1969,,,515746
Montenegro,MNE,1970,,,518727
Montenegro,MNE,1971,,,523214
Montenegro,MNE,1972,,,528905
Montenegro,MNE,1973,,,535454
Montenegro,MNE,1974,,,542304
Montenegro,MNE,1975,,,548999
Montenegro,MNE,1976,,,555632
Montenegro,MNE,1977,,,562247
Montenegro,MNE,1978,,,568285
Montenegro,MNE,1979,,,573036
Montenegro,MNE,1980,,,576069
Montenegro,MNE,1981,,,577041
Montenegro,MNE,1982,,,576292
Montenegro,MNE,1983,,,574920
Montenegro,MNE,1984,,,574459
Montenegro,MNE,1985,,,575997
Montenegro,MNE,1986,,,579821
Montenegro,MNE,1987,,,585546
Montenegro,MNE,1988,,,592740
Montenegro,MNE,1989,,,600697
Montenegro,MNE,1990,10671.85059,,608816
Montenegro,MNE,1991,9505.461914,,617144
Montenegro,MNE,1992,7255.235352,,625630
Montenegro,MNE,1993,4598.250488,,633443
Montenegro,MNE,1994,4648.082031,,639542
Montenegro,MNE,1995,5325.881836,,643227
Montenegro,MNE,1996,6829.805664,,644121
Montenegro,MNE,1997,7309.439941,,642533
Montenegro,MNE,1998,7918.167969,,639309
Montenegro,MNE,1999,7409.783203,,635689
Montenegro,MNE,2000,7878.601563,,632606
Montenegro,MNE,2001,8717.401367,,630299
Montenegro,MNE,2002,8482.083984,,628594
Montenegro,MNE,2003,8575.56543,,627500
Montenegro,MNE,2004,8806.913086,,626912
Montenegro,MNE,2005,9252.467773,,626739
Montenegro,MNE,2006,10669.20996,3.8168,627074
Montenegro,MNE,2007,12170.7666,3.6333,627962
Montenegro,MNE,2008,13003.00879,4.4407,629185
Montenegro,MNE,2009,12850.35938,2.936,630435
Montenegro,MNE,2010,13114.09375,4.1471,631490
Montenegro,MNE,2011,13748.30762,4.1471,632261
Montenegro,MNE,2012,13378.86133,3.7434,632796
Montenegro,MNE,2013,14124.54102,3.5966,633167
Montenegro,MNE,2014,14566.87988,3.5232,
Montserrat,MSR,1800,,,5230
Montserrat,MSR,1820,,,5230
Montserrat,MSR,1851,,,7100
Montserrat,MSR,1861,,,7600
Montserrat,MSR,1871,,,8700
Montserrat,MSR,1881,,,10000
Montserrat,MSR,1891,,,12000
Montserrat,MSR,1901,,,12000
Montserrat,MSR,1911,,,12000
Montserrat,MSR,1921,,,12000
Montserrat,MSR,1946,,,14000
Montserrat,MSR,1950,,,13521
Montserrat,MSR,1951,,,14118
Montserrat,MSR,1952,,,14481
Montserrat,MSR,1953,,,14616
Montserrat,MSR,1954,,,14540
Montserrat,MSR,1955,,,14285
Montserrat,MSR,1956,,,13890
Montserrat,MSR,1957,,,13411
Montserrat,MSR,1958,,,12908
Montserrat,MSR,1959,,,12451
Montserrat,MSR,1960,,,12095
Montserrat,MSR,1961,,,11877
Montserrat,MSR,1962,,0.2569,11793
Montserrat,MSR,1963,,0.2569,11802
Montserrat,MSR,1964,,0.5138,11834
Montserrat,MSR,1965,,0.2569,11839
Montserrat,MSR,1966,,0.5138,11806
Montserrat,MSR,1967,,0.5138,11754
Montserrat,MSR,1968,,0.5138,11693
Montserrat,MSR,1969,,0.5138,11644
Montserrat,MSR,1970,8067.150879,1.3212,11622
Montserrat,MSR,1971,8256.056641,1.3212,11626
Montserrat,MSR,1972,8457.063477,1.3212,11646
Montserrat,MSR,1973,8568.732422,1.3212,11680
Montserrat,MSR,1974,8871.355469,1.3212,11723
Montserrat,MSR,1975,9495.141602,1.0276,11770
Montserrat,MSR,1976,8718.245117,0.7707,11821
Montserrat,MSR,1977,9085.992188,2.0552,11875
Montserrat,MSR,1978,8990.560547,2.0552,11917
Montserrat,MSR,1979,10060.93066,2.0552,11931
Montserrat,MSR,1980,11613.76172,1.2845,11906
Montserrat,MSR,1981,12148.55469,1.5414,11837
Montserrat,MSR,1982,12667.64063,1.5781,11727
Montserrat,MSR,1983,12331.42578,1.8717,11592
Montserrat,MSR,1984,13005.78418,1.8717,11446
Montserrat,MSR,1985,14051.46387,2.1653,11307
Montserrat,MSR,1986,14953.0459,2.4589,11165
Montserrat,MSR,1987,15800.22266,2.4956,11013
Montserrat,MSR,1988,18359.66797,2.8259,10871
Montserrat,MSR,1989,21824.10938,2.8626,10769
Montserrat,MSR,1990,25977.06641,2.8626,10714
Montserrat,MSR,1991,19509.38281,2.569,10746
Montserrat,MSR,1992,19359.20508,2.8259,10842
Montserrat,MSR,1993,18429.04688,2.8259,10883
Montserrat,MSR,1994,19484.21484,3.1562,10707
Montserrat,MSR,1995,18242.72266,3.303,10210
Montserrat,MSR,1996,15056.14941,3.9636,9329
Montserrat,MSR,1997,14013.65039,4.1471,8137
Montserrat,MSR,1998,14340.04688,4.5141,6832
Montserrat,MSR,1999,15900.14746,4.8444,5697
Montserrat,MSR,2000,16591.10742,4.9912,4931
Montserrat,MSR,2001,17925.54688,5.3215,4608
Montserrat,MSR,2002,19197.34961,7.9272,4660
Montserrat,MSR,2003,19078.65039,7.4134,4962
Montserrat,MSR,2004,18501.10156,6.9363,5322
Montserrat,MSR,2005,17729.80859,6.5693,5599
Montserrat,MSR,2006,17257.05859,6.3858,5760
Montserrat,MSR,2007,17726.25,8.1841,5845
Montserrat,MSR,2008,18012.89258,9.3952,5876
Montserrat,MSR,2009,18087.64453,9.3585,5895
Montserrat,MSR,2010,17236.43555,13.0285,5934
Montserrat,MSR,2011,17885.09375,8.0006,5990
Montserrat,MSR,2012,18431.02344,8.5511,6046
Montserrat,MSR,2013,18629.51367,10.3127,6100
Montserrat,MSR,2014,19231.20313,9.6521,
Morocco,MAR,1700,,,1750000
Morocco,MAR,1800,,,2503218
Morocco,MAR,1820,,,2689000
Morocco,MAR,1870,,,3776000
Morocco,MAR,1913,,,5111000
Morocco,MAR,1950,1311.599365,0.2936,8953000
Morocco,MAR,1951,1323.284058,0.3303,9167716
Morocco,MAR,1952,1373.196899,0.367,9390159
Morocco,MAR,1953,1379.320557,0.4404,9623715
Morocco,MAR,1954,1427.255981,0.367,9870670
Morocco,MAR,1955,1377.679688,0.367,10132210
Morocco,MAR,1956,1362.808594,0.3303,10408363
Morocco,MAR,1957,1304.908203,0.2936,10698059
Morocco,MAR,1958,1364.424683,0.2936,10999295
Morocco,MAR,1959,1360.077271,0.2936,11309424
Morocco,MAR,1960,1385.219482,0.3303,11625999
Morocco,MAR,1961,1683.814209,0.3303,11947688
Morocco,MAR,1962,1861.880249,0.2569,12275060
Morocco,MAR,1963,2121.364746,0.3303,12610932
Morocco,MAR,1964,2211.533936,0.3303,12959397
Morocco,MAR,1965,2126.600342,0.3303,13323000
Morocco,MAR,1966,2007.338257,0.4037,13703369
Morocco,MAR,1967,2020.855225,0.367,14098444
Morocco,MAR,1968,2103.076904,0.4037,14502647
Morocco,MAR,1969,2284.155273,0.4037,14908265
Morocco,MAR,1970,2114.270752,0.4771,15309995
Morocco,MAR,1971,2194.022217,0.5138,15706226
Morocco,MAR,1972,2203.095703,0.5138,16099392
Morocco,MAR,1973,2228.693604,0.5872,16493298
Morocco,MAR,1974,2405.810059,0.6606,16893643
Morocco,MAR,1975,2434.86792,0.6606,17304995
Morocco,MAR,1976,2556.869873,0.6606,17726625
Morocco,MAR,1977,2556.140137,0.6973,18158169
Morocco,MAR,1978,2632.469727,0.6973,18604851
Morocco,MAR,1979,2734.999512,0.8441,19073204
Morocco,MAR,1980,2669.621826,0.8074,19566920
Morocco,MAR,1981,2591.661377,0.8074,20088209
Morocco,MAR,1982,2798.612305,0.8441,20633004
Morocco,MAR,1983,2954.581055,0.8441,21190800
Morocco,MAR,1984,3078.777588,0.8074,21747150
Morocco,MAR,1985,3314.624512,0.8074,22291062
Morocco,MAR,1986,3660.940674,0.8441,22818601
Morocco,MAR,1987,3680.040527,0.8808,23330761
Morocco,MAR,1988,4064.016357,0.8808,23827539
Morocco,MAR,1989,4003.841553,0.9542,24310585
Morocco,MAR,1990,3988.678467,0.9542,24781105
Morocco,MAR,1991,4402.756348,0.9909,25237951
Morocco,MAR,1992,4313.640137,1.0276,25679802
Morocco,MAR,1993,4294.791016,1.0643,26107772
Morocco,MAR,1994,4744.350586,1.101,26523600
Morocco,MAR,1995,4614.839355,1.1377,26928600
Morocco,MAR,1996,5360.602539,1.1377,27323664
Morocco,MAR,1997,4922.767578,1.1377,27708647
Morocco,MAR,1998,4950.734863,1.1377,28082684
Morocco,MAR,1999,4671.853027,1.1744,28444414
Morocco,MAR,2000,4389.862305,1.1744,28793236
Morocco,MAR,2001,4457.95752,1.2845,29129204
Morocco,MAR,2002,4405.397461,1.2845,29453931
Morocco,MAR,2003,4559.5625,1.2478,29770316
Morocco,MAR,2004,4517.538574,1.4313,30082152
Morocco,MAR,2005,4340.157715,1.5047,30392473
Morocco,MAR,2006,4747.13916,1.5414,30702084
Morocco,MAR,2007,5008.168457,1.6515,31011199
Morocco,MAR,2008,5509.848633,1.7249,31321453
Morocco,MAR,2009,5962.946777,1.6148,31634524
Morocco,MAR,2010,6315.958496,1.7249,31951412
Morocco,MAR,2011,6771.473145,1.7616,32272974
Morocco,MAR,2012,6817.452637,1.8717,32598536
Morocco,MAR,2013,7067.484375,1.7249,32925553
Morocco,MAR,2014,7162.637695,1.7249,
Mozambique,MOZ,1700,,,1500000
Mozambique,MOZ,1800,,,1982324
Mozambique,MOZ,1820,,,2096000
Mozambique,MOZ,1950,,0.1468,6442133
Mozambique,MOZ,1951,,0.1468,6535891
Mozambique,MOZ,1952,,0.1468,6636035
Mozambique,MOZ,1953,,0.1468,6742252
Mozambique,MOZ,1954,,0.1835,6854315
Mozambique,MOZ,1955,,0.1835,6972081
Mozambique,MOZ,1956,,0.2202,7095498
Mozambique,MOZ,1957,,0.2569,7224598
Mozambique,MOZ,1958,,0.2569,7359490
Mozambique,MOZ,1959,,0.2569,7500335
Mozambique,MOZ,1960,519.975708,0.2569,7647298
Mozambique,MOZ,1961,517.9699707,0.3303,7800484
Mozambique,MOZ,1962,551.2999268,0.2569,7959885
Mozambique,MOZ,1963,556.7098999,0.2202,8125366
Mozambique,MOZ,1964,568.0655518,0.2569,8296714
Mozambique,MOZ,1965,563.5059204,0.2202,8473839
Mozambique,MOZ,1966,565.2446899,0.2569,8657160
Mozambique,MOZ,1967,609.1936646,0.2202,8847011
Mozambique,MOZ,1968,633.9127808,0.2936,9043165
Mozambique,MOZ,1969,656.8997192,0.367,9245275
Mozambique,MOZ,1970,635.5518188,0.3303,9453385
Mozambique,MOZ,1971,668.6447754,0.367,9665565
Mozambique,MOZ,1972,686.6022339,0.3303,9882427
Mozambique,MOZ,1973,703.3054199,0.367,10109426
Mozambique,MOZ,1974,728.9977417,0.2936,10353943
Mozambique,MOZ,1975,725.668396,0.2569,10620268
Mozambique,MOZ,1976,746.8251953,0.2202,10908878
Mozambique,MOZ,1977,721.9191284,0.2569,11214834
Mozambique,MOZ,1978,711.942688,0.2569,11530022
Mozambique,MOZ,1979,715.3053589,0.2202,11843382
Mozambique,MOZ,1980,714.7844849,0.2569,12145501
Mozambique,MOZ,1981,723.9905396,0.1835,12441643
Mozambique,MOZ,1982,678.5531616,0.1835,12731231
Mozambique,MOZ,1983,589.9023438,0.1468,12992962
Mozambique,MOZ,1984,618.31604,0.1101,13199259
Mozambique,MOZ,1985,570.0378418,0.0734,13334972
Mozambique,MOZ,1986,581.7952881,0.0734,13384409
Mozambique,MOZ,1987,513.369812,0.0734,13365201
Mozambique,MOZ,1988,495.4182434,0.0734,13336217
Mozambique,MOZ,1989,533.6369019,0.0734,13378100
Mozambique,MOZ,1990,520.3978271,0.0734,13547076
Mozambique,MOZ,1991,524.8580933,0.0734,13867422
Mozambique,MOZ,1992,437.1889038,0.0734,14318167
Mozambique,MOZ,1993,449.9007874,0.0734,14854590
Mozambique,MOZ,1994,479.070282,0.0734,15409381
Mozambique,MOZ,1995,422.5057678,0.0734,15933452
Mozambique,MOZ,1996,522.2370605,0.0734,16412893
Mozambique,MOZ,1997,596.6881714,0.0734,16862385
Mozambique,MOZ,1998,630.2885132,0.0734,17295521
Mozambique,MOZ,1999,606.3949585,0.0734,17735992
Mozambique,MOZ,2000,644.3180542,0.0734,18200656
Mozambique,MOZ,2001,685.1897583,0.0734,18691461
Mozambique,MOZ,2002,768.2919312,0.0734,19200021
Mozambique,MOZ,2003,806.9754639,0.1101,19721009
Mozambique,MOZ,2004,863.0020142,0.1101,20246287
Mozambique,MOZ,2005,911.6859131,0.0734,20770013
Mozambique,MOZ,2006,949.329834,0.1101,21290952
Mozambique,MOZ,2007,967.4934692,0.1101,21811326
Mozambique,MOZ,2008,989.7193604,0.1101,22332900
Mozambique,MOZ,2009,974.0689087,0.1101,22858607
Mozambique,MOZ,2010,939.0822144,0.1101,23390765
Mozambique,MOZ,2011,925.0587158,0.1468,23929708
Mozambique,MOZ,2012,967.8502808,0.1101,24475186
Mozambique,MOZ,2013,1077.572144,0.1468,25028313
Mozambique,MOZ,2014,1137.119873,0.2936,
Myanmar,MMR,1800,,,3506000
Myanmar,MMR,1820,,,3506000
Myanmar,MMR,1850,,,3932000
Myanmar,MMR,1870,,,4245000
Myanmar,MMR,1890,,,7489000
Myanmar,MMR,1900,,,10174000
Myanmar,MMR,1901,,,10490000
Myanmar,MMR,1902,,,10642000
Myanmar,MMR,1903,,,10796000
Myanmar,MMR,1904,,,10953000
Myanmar,MMR,1905,,,11112000
Myanmar,MMR,1906,,,11273000
Myanmar,MMR,1907,,,11437000
Myanmar,MMR,1908,,,11603000
Myanmar,MMR,1909,,,11771000
Myanmar,MMR,1910,,,11942000
Myanmar,MMR,1911,,,12115000
Myanmar,MMR,1912,,,12220000
Myanmar,MMR,1913,,,12326000
Myanmar,MMR,1914,,,12433000
Myanmar,MMR,1915,,,12541000
Myanmar,MMR,1916,,,12650000
Myanmar,MMR,1917,,,12760000
Myanmar,MMR,1918,,,12871000
Myanmar,MMR,1919,,,12893000
Myanmar,MMR,1920,,,13096000
Myanmar,MMR,1921,,,13212000
Myanmar,MMR,1922,,,13351000
Myanmar,MMR,1923,,,13491000
Myanmar,MMR,1924,,,13633000
Myanmar,MMR,1925,,,13776000
Myanmar,MMR,1926,,,13921000
Myanmar,MMR,1927,,,14067000
Myanmar,MMR,1928,,,14215000
Myanmar,MMR,1929,,,14364000
Myanmar,MMR,1930,,,14515000
Myanmar,MMR,1931,,,14667000
Myanmar,MMR,1932,,,14870000
Myanmar,MMR,1933,,,15075000
Myanmar,MMR,1934,,,15283000
Myanmar,MMR,1935,,,15494000
Myanmar,MMR,1936,,,15708000
Myanmar,MMR,1937,,,15925000
Myanmar,MMR,1938,,,16145000
Myanmar,MMR,1939,,,16368000
Myanmar,MMR,1940,,,16594000
Myanmar,MMR,1941,,,16824000
Myanmar,MMR,1950,,0.0367,17157508
Myanmar,MMR,1951,,0.0367,17463258
Myanmar,MMR,1952,,0.0734,17786203
Myanmar,MMR,1953,,0.0734,18127006
Myanmar,MMR,1954,,0.0734,18485791
Myanmar,MMR,1955,,0.0734,18862149
Myanmar,MMR,1956,,0.0734,19255085
Myanmar,MMR,1957,,0.1101,19663071
Myanmar,MMR,1958,,0.1101,20084160
Myanmar,MMR,1959,,0.1468,20516191
Myanmar,MMR,1960,,0.1468,20957397
Myanmar,MMR,1961,,0.1101,21407053
Myanmar,MMR,1962,260.9848938,0.1468,21866045
Myanmar,MMR,1963,286.633606,0.1101,22337108
Myanmar,MMR,1964,261.4225464,0.1101,22824142
Myanmar,MMR,1965,265.7691956,0.1101,23330184
Myanmar,MMR,1966,277.0601807,0.1101,23854648
Myanmar,MMR,1967,246.1154633,0.1468,24397064
Myanmar,MMR,1968,253.071701,0.1101,24960539
Myanmar,MMR,1969,261.2693176,0.1101,25548930
Myanmar,MMR,1970,779.0804443,0.1835,26164131
Myanmar,MMR,1971,782.5708618,0.1835,26807570
Myanmar,MMR,1972,764.9515991,0.1835,27475978
Myanmar,MMR,1973,769.4208984,0.1468,28160632
Myanmar,MMR,1974,786.0041504,0.1468,28849728
Myanmar,MMR,1975,797.1694946,0.1468,29534378
Myanmar,MMR,1976,818.2689819,0.1468,30210895
Myanmar,MMR,1977,828.4699097,0.1835,30880196
Myanmar,MMR,1978,823.9934082,0.1468,31543652
Myanmar,MMR,1979,837.9577637,0.1468,32204485
Myanmar,MMR,1980,891.6029053,0.1835,32864901
Myanmar,MMR,1981,917.4559326,0.1835,33524053
Myanmar,MMR,1982,944.3735962,0.1468,34179992
Myanmar,MMR,1983,986.8760376,0.1835,34832636
Myanmar,MMR,1984,1035.002197,0.1835,35481981
Myanmar,MMR,1985,1032.687988,0.1835,36127741
Myanmar,MMR,1986,1008.694519,0.1835,36770437
Myanmar,MMR,1987,952.2550049,0.1468,37409257
Myanmar,MMR,1988,823.4856567,0.1101,38041034
Myanmar,MMR,1989,834.5787964,0.1101,38661616
Myanmar,MMR,1990,828.7949219,0.1101,39268304
Myanmar,MMR,1991,791.784729,0.1101,39855885
Myanmar,MMR,1992,844.1757202,0.1101,40425088
Myanmar,MMR,1993,895.6461182,0.1468,40985963
Myanmar,MMR,1994,923.0125732,0.1468,41552659
Myanmar,MMR,1995,983.6513062,0.1835,42133199
Myanmar,MMR,1996,995.6318359,0.1835,42735941
Myanmar,MMR,1997,996.3793335,0.1835,43352191
Myanmar,MMR,1998,1031.237061,0.1835,43952526
Myanmar,MMR,1999,1086.261719,0.1835,44496687
Myanmar,MMR,2000,1174.427856,0.2202,44957660
Myanmar,MMR,2001,1222.195313,0.1835,45323903
Myanmar,MMR,2002,1282.719604,0.2202,45609292
Myanmar,MMR,2003,1411.291992,0.2202,45843675
Myanmar,MMR,2004,1594.748657,0.2569,46070248
Myanmar,MMR,2005,1872.549438,0.2569,46321162
Myanmar,MMR,2006,2153.809082,0.2936,46605278
Myanmar,MMR,2007,2362.062988,0.2569,46915826
Myanmar,MMR,2008,2555.875,0.1835,47250315
Myanmar,MMR,2009,2828.169922,0.1835,47601374
Myanmar,MMR,2010,3502.123291,0.2569,47963012
Myanmar,MMR,2011,3863.977295,0.2569,48336763
Myanmar,MMR,2012,4548.395508,0.2202,48724387
Myanmar,MMR,2013,4860.493164,0.2569,49119646
Myanmar,MMR,2014,5343.588867,0.4037,
Namibia,NAM,1800,,,229000
Namibia,NAM,1921,,,229000
Namibia,NAM,1946,,,362000
Namibia,NAM,1950,,,485274
Namibia,NAM,1951,,,494611
Namibia,NAM,1952,,,504551
Namibia,NAM,1953,,,515039
Namibia,NAM,1954,,,526036
Namibia,NAM,1955,,,537519
Namibia,NAM,1956,,,549482
Namibia,NAM,1957,,,561936
Namibia,NAM,1958,,,574907
Namibia,NAM,1959,,,588430
Namibia,NAM,1960,4071.313721,,602545
Namibia,NAM,1961,3958.668457,,617283
Namibia,NAM,1962,4382.133789,,632659
Namibia,NAM,1963,4601.628906,,648669
Namibia,NAM,1964,5175.806152,,665298
Namibia,NAM,1965,5373.274414,,682554
Namibia,NAM,1966,5541.484375,,700317
Namibia,NAM,1967,5215.731445,,718623
Namibia,NAM,1968,5255.807129,,737803
Namibia,NAM,1969,5440.154785,,758305
Namibia,NAM,1970,5532.019043,,780386
Namibia,NAM,1971,5651.685059,,804310
Namibia,NAM,1972,5587.447754,,829810
Namibia,NAM,1973,5623.130859,,855970
Namibia,NAM,1974,5861.05957,,881536
Namibia,NAM,1975,5816.868652,,905652
Namibia,NAM,1976,5724.983398,,928223
Namibia,NAM,1977,5705.547363,,949709
Namibia,NAM,1978,5642.956543,,970537
Namibia,NAM,1979,5623.731934,,991357
Namibia,NAM,1980,6473.350586,,1012824
Namibia,NAM,1981,5655.972656,,1034636
Namibia,NAM,1982,5306.821777,,1057115
Namibia,NAM,1983,4946.834473,,1082264
Namibia,NAM,1984,4817.589844,,1112679
Namibia,NAM,1985,4949.804199,,1150038
Namibia,NAM,1986,4663.887207,,1195331
Namibia,NAM,1987,5364.717285,,1247573
Namibia,NAM,1988,5562.677734,,1304005
Namibia,NAM,1989,5458.462402,,1360710
Namibia,NAM,1990,5030.785645,,1414830
Namibia,NAM,1991,4588.310059,0.734,1465201
Namibia,NAM,1992,4726.256348,0.7707,1512524
Namibia,NAM,1993,4385.039063,0.8808,1558055
Namibia,NAM,1994,4616.976074,0.9909,1603865
Namibia,NAM,1995,4870.388672,0.9909,1651352
Namibia,NAM,1996,5106.724609,1.0276,1700975
Namibia,NAM,1997,5124.761719,1.0276,1751872
Namibia,NAM,1998,5233.117188,1.0643,1802579
Namibia,NAM,1999,5229.414063,0.9175,1851034
Namibia,NAM,2000,5461.680176,0.8808,1895839
Namibia,NAM,2001,5593.701172,1.0276,1936399
Namibia,NAM,2002,5764.314453,0.8808,1973408
Namibia,NAM,2003,5705.344727,0.9175,2008342
Namibia,NAM,2004,6262.608887,0.9542,2043339
Namibia,NAM,2005,6458.427734,1.101,2079951
Namibia,NAM,2006,7181.331055,1.101,2118653
Namibia,NAM,2007,7426.299316,1.1377,2158984
Namibia,NAM,2008,8001.874512,1.5781,2200422
Namibia,NAM,2009,8021.51709,1.4313,2242078
Namibia,NAM,2010,8194.018555,1.4313,2283289
Namibia,NAM,2011,8892.989258,1.2478,2324004
Namibia,NAM,2012,9668.610352,1.468,2364433
Namibia,NAM,2013,10083.67578,1.1377,2404477
Namibia,NAM,2014,10910.95117,1.5781,
Nauru,NRU,1800,,,1834
Nauru,NRU,1820,,,1834
Nauru,NRU,1950,,,2953
Nauru,NRU,1951,,,3059
Nauru,NRU,1952,,,3191
Nauru,NRU,1953,,,3335
Nauru,NRU,1954,,,3479
Nauru,NRU,1955,,,3621
Nauru,NRU,1956,,,3760
Nauru,NRU,1957,,,3901
Nauru,NRU,1958,,,4052
Nauru,NRU,1959,,,4227
Nauru,NRU,1960,,,4433
Nauru,NRU,1961,,,4675
Nauru,NRU,1962,,,4947
Nauru,NRU,1963,,,5231
Nauru,NRU,1964,,5.5784,5500
Nauru,NRU,1965,,5.9087,5738
Nauru,NRU,1966,,5.6885,5936
Nauru,NRU,1967,,8.074,6102
Nauru,NRU,1968,,7.8905,6241
Nauru,NRU,1969,,10.1292,6368
Nauru,NRU,1970,,10.4228,6493
Nauru,NRU,1971,,13.4689,6619
Nauru,NRU,1972,,11.377,6743
