Entity,Code,Year,International migrant stock (share of population) – World Bank
Middle East & North Africa (all income levels),,1995,6.853592673
Middle East & North Africa (all income levels),,2000,6.985891525
Middle East & North Africa (all income levels),,2005,7.325890004
Middle East & North Africa (all income levels),,2010,7.803631495
Middle East & North Africa (developing only),,1960,2.426595684
Middle East & North Africa (developing only),,1965,1.829383628
Middle East & North Africa (developing only),,1970,1.679003073
Middle East & North Africa (developing only),,1975,1.725223514
Middle East & North Africa (developing only),,1980,1.980916662
Middle East & North Africa (developing only),,1985,3.190695124
Middle East & North Africa (developing only),,1990,4.027435586
Middle East & North Africa (developing only),,1995,3.553834578
Middle East & North Africa (developing only),,2000,3.407735924
Middle East & North Africa (developing only),,2005,3.293346526
Middle East & North Africa (developing only),,2010,3.607453558
Middle income,,1960,1.625673637
Middle income,,1965,1.408627997
Middle income,,1970,1.211006918
Middle income,,1975,1.065944487
Middle income,,1980,1.055969974
Middle income,,1985,1.083939381
Middle income,,1990,1.488050342
Middle income,,1995,1.279966745
Middle income,,2000,1.197985532
Middle income,,2005,1.125826734
Middle income,,2010,1.141012579
Moldova,MDA,1990,15.65205628
Moldova,MDA,1995,12.86768057
Moldova,MDA,2000,13.03442803
Moldova,MDA,2005,12.24195014
Moldova,MDA,2010,11.46305002
Monaco,MCO,1960,68.49559099
Monaco,MCO,1965,65.54138212
Monaco,MCO,1970,66.13013115
Monaco,MCO,1975,64.66410063
Monaco,MCO,1980,65.30322291
Monaco,MCO,1985,64.91538355
Monaco,MCO,1990,68.14321625
Monaco,MCO,1995,68.04885993
Monaco,MCO,2000,67.79402138
Monaco,MCO,2005,66.97231425
Monaco,MCO,2010,63.97611616
Mongolia,MNG,1960,0.385551651
Mongolia,MNG,1965,0.367799481
Mongolia,MNG,1970,0.351963717
Mongolia,MNG,1975,0.336228162
Mongolia,MNG,1980,0.32545741
Mongolia,MNG,1985,0.316252013
Mongolia,MNG,1990,0.307580312
Mongolia,MNG,1995,0.323101707
Mongolia,MNG,2000,0.342282053
Mongolia,MNG,2005,0.358962606
Mongolia,MNG,2010,0.36945327
Montenegro,MNE,2005,8.885962156
Montenegro,MNE,2010,6.862621644
Morocco,MAR,1960,3.198596037
Morocco,MAR,1965,1.565323777
Morocco,MAR,1970,0.786465997
Morocco,MAR,1975,0.506754164
Morocco,MAR,1980,0.344411805
Morocco,MAR,1985,0.265408245
Morocco,MAR,1990,0.230848515
Morocco,MAR,1995,0.203649312
Morocco,MAR,2000,0.183499085
Morocco,MAR,2005,0.167909152
Morocco,MAR,2010,0.152916404
Mozambique,MOZ,1960,0.119427038
Mozambique,MOZ,1965,0.096618753
Mozambique,MOZ,1970,0.084117193
Mozambique,MOZ,1975,0.355703988
Mozambique,MOZ,1980,0.878046852
Mozambique,MOZ,1985,0.464733906
Mozambique,MOZ,1990,0.911698059
Mozambique,MOZ,1995,1.544268462
Mozambique,MOZ,2000,2.006511416
Mozambique,MOZ,2005,1.922096027
Mozambique,MOZ,2010,1.850300334
Myanmar,MMR,1960,1.333674696
Myanmar,MMR,1965,1.163370746
Myanmar,MMR,1970,1.003399648
Myanmar,MMR,1975,0.867651731
Myanmar,MMR,1980,0.54553877
Myanmar,MMR,1985,0.345513045
Myanmar,MMR,1990,0.317892298
Myanmar,MMR,1995,0.254208529
Myanmar,MMR,2000,0.205631277
Myanmar,MMR,2005,0.186543067
Myanmar,MMR,2010,0.171447582
Namibia,NAM,1960,4.517172991
Namibia,NAM,1965,5.048692189
Namibia,NAM,1970,5.59056672
Namibia,NAM,1975,6.099065088
Namibia,NAM,1980,6.90508422
Namibia,NAM,1985,7.703136188
Namibia,NAM,1990,7.919477027
Namibia,NAM,1995,7.149135481
Namibia,NAM,2000,6.573766579
Namibia,NAM,2005,6.493749957
Namibia,NAM,2010,6.330565183
Nepal,NPL,1960,3.357242184
Nepal,NPL,1965,3.159558097
Nepal,NPL,1970,2.882203632
Nepal,NPL,1975,2.248644551
Nepal,NPL,1980,1.686894899
Nepal,NPL,1985,1.878160274
Nepal,NPL,1990,2.297823974
Nepal,NPL,1995,2.921241528
Nepal,NPL,2000,3.023364011
Nepal,NPL,2005,3.209734233
Nepal,NPL,2010,3.519378507
Netherlands,NLD,1960,3.888172259
Netherlands,NLD,1965,2.779100838
Netherlands,NLD,1970,2.004843185
Netherlands,NLD,1975,2.515319579
Netherlands,NLD,1980,3.469844097
Netherlands,NLD,1985,5.254211534
Netherlands,NLD,1990,7.969990991
Netherlands,NLD,1995,8.970233921
Netherlands,NLD,2000,9.955220909
Netherlands,NLD,2005,10.63383601
Netherlands,NLD,2010,10.54966858
New Caledonia,NCL,1960,13.89746835
New Caledonia,NCL,1965,19.48066298
New Caledonia,NCL,1970,20.88571429
New Caledonia,NCL,1975,24.23245283
New Caledonia,NCL,1980,24.14209211
New Caledonia,NCL,1985,22.43314989
New Caledonia,NCL,1990,22.0440143
New Caledonia,NCL,1995,23.06156354
New Caledonia,NCL,2000,23.28518501
New Caledonia,NCL,2005,23.50299207
New Caledonia,NCL,2010,23.9068
New Zealand,NZL,1960,14.07618686
New Zealand,NZL,1965,14.69125704
New Zealand,NZL,1970,14.56740314
New Zealand,NZL,1975,15.98576108
New Zealand,NZL,1980,15.11111825
New Zealand,NZL,1985,14.7837455
New Zealand,NZL,1990,15.7123551
New Zealand,NZL,1995,16.17651222
New Zealand,NZL,2000,17.75931254
New Zealand,NZL,2005,20.74455115
New Zealand,NZL,2010,22.11303928
Nicaragua,NIC,1960,0.697809653
Nicaragua,NIC,1965,0.731055888
Nicaragua,NIC,1970,0.871358307
Nicaragua,NIC,1975,0.810763072
Nicaragua,NIC,1980,0.785652526
Nicaragua,NIC,1985,1.137879874
Nicaragua,NIC,1990,0.98422898
Nicaragua,NIC,1995,0.577421459
Nicaragua,NIC,2000,0.607644
Nicaragua,NIC,2005,0.649839655
Nicaragua,NIC,2010,0.699406489
Niger,NER,1960,1.620163925
Niger,NER,1965,1.629725358
Niger,NER,1970,1.651059345
Niger,NER,1975,1.668352662
Niger,NER,1980,1.680870827
Niger,NER,1985,1.703014111
Niger,NER,1990,1.715116147
Niger,NER,1995,1.825236127
Niger,NER,2000,1.47410273
Niger,NER,2005,1.356722912
Niger,NER,2010,1.240873583
Nigeria,NGA,1960,0.208205352
Nigeria,NGA,1965,0.242624347
Nigeria,NGA,1970,0.281186202
Nigeria,NGA,1975,1.108110396
Nigeria,NGA,1980,1.784096295
Nigeria,NGA,1985,0.414663277
Nigeria,NGA,1990,0.467918242
Nigeria,NGA,1995,0.536461107
Nigeria,NGA,2000,0.611284206
Nigeria,NGA,2005,0.696308951
Nigeria,NGA,2010,0.707335628
North America,,1960,6.847422262
North America,,1965,6.721487672
North America,,1970,6.730261316
North America,,1975,7.324818275
North America,,1980,8.015628293
North America,,1985,8.868959904
North America,,1990,10.00608974
North America,,1995,11.3583945
North America,,2000,12.90336148
North America,,2005,13.9037065
North America,,2010,14.56989511
North Korea,PRK,1960,0.219464348
North Korea,PRK,1965,0.211962137
North Korea,PRK,1970,0.198245711
North Korea,PRK,1975,0.186454592
North Korea,PRK,1980,0.181831086
North Korea,PRK,1985,0.174985745
North Korea,PRK,1990,0.168873934
North Korea,PRK,1995,0.162155556
North Korea,PRK,2000,0.158417928
North Korea,PRK,2005,0.154388358
North Korea,PRK,2010,0.151511157
Northern Mariana Islands,MNP,1960,26.2959285
Northern Mariana Islands,MNP,1965,27.57909832
Northern Mariana Islands,MNP,1970,27.08475347
Northern Mariana Islands,MNP,1975,27.27809874
Northern Mariana Islands,MNP,1980,28.32003754
Northern Mariana Islands,MNP,1985,52.30546126
Northern Mariana Islands,MNP,1990,61.37542072
Northern Mariana Islands,MNP,1995,62.96637574
Northern Mariana Islands,MNP,2000,65.56097846
Northern Mariana Islands,MNP,2005,78.97688436
Northern Mariana Islands,MNP,2010,101.7415522
Norway,NOR,1960,1.719823782
Norway,NOR,1965,1.85906196
Norway,NOR,1970,2.025588252
Norway,NOR,1975,2.460426725
Norway,NOR,1980,3.016629055
Norway,NOR,1985,3.555916461
Norway,NOR,1990,4.602504837
Norway,NOR,1995,5.431016447
Norway,NOR,2000,6.649725994
Norway,NOR,2005,8.015459118
Norway,NOR,2010,9.928798925
OECD members,,1960,4.416945115
OECD members,,1965,4.576766317
OECD members,,1970,4.63468107
OECD members,,1975,4.784017084
OECD members,,1980,5.090581829
OECD members,,1985,5.402973328
OECD members,,1990,6.012063233
OECD members,,1995,6.812842972
OECD members,,2000,7.560258463
OECD members,,2005,8.427637874
OECD members,,2010,9.031018092
Oman,OMN,1960,7.912465541
Oman,OMN,1965,8.377826168
Oman,OMN,1970,8.676383229
Oman,OMN,1975,8.540163529
Oman,OMN,1980,12.65126151
Oman,OMN,1985,18.83662481
Oman,OMN,1990,23.37388717
Oman,OMN,1995,26.5738659
Oman,OMN,2000,27.8470646
Oman,OMN,2005,26.57726243
Oman,OMN,2010,28.06199038
Other small states,,1960,3.186014158
Other small states,,1965,3.548375199
Other small states,,1970,3.662564796
Other small states,,1975,3.902457813
Other small states,,1980,4.898130384
Other small states,,1985,4.831066964
Other small states,,1990,5.38227226
Other small states,,1995,5.231235021
Other small states,,2000,5.57048878
Other small states,,2005,5.954264959
Other small states,,2010,6.213444918
Pacific island small states,,1960,4.431271753
Pacific island small states,,1965,3.605748763
Pacific island small states,,1970,3.08273289
Pacific island small states,,1975,2.776189863
Pacific island small states,,1980,2.567150745
Pacific island small states,,1985,2.227594368
Pacific island small states,,1990,2.213842374
Pacific island small states,,1995,2.203677035
Pacific island small states,,2000,2.242134104
Pacific island small states,,2005,2.219529434
Pacific island small states,,2010,2.199695103
Pakistan,PAK,1960,14.13947913
Pakistan,PAK,1965,11.20666525
Pakistan,PAK,1970,8.78840327
Pakistan,PAK,1975,6.848698223
Pakistan,PAK,1980,6.420387626
Pakistan,PAK,1985,6.82276956
Pakistan,PAK,1990,6.092301681
Pakistan,PAK,1995,3.325128341
Pakistan,PAK,2000,3.068841993
Pakistan,PAK,2005,2.317483583
Pakistan,PAK,2010,2.489705042
Palau,PLW,1960,3.299439718
Palau,PLW,1965,3.431645335
Palau,PLW,1970,3.745318352
Palau,PLW,1975,4.071661238
Palau,PLW,1980,4.763466426
Palau,PLW,1985,9.563439918
Palau,PLW,1990,19.01385115
Palau,PLW,1995,27.01825558
Palau,PLW,2000,32.84656305
Palau,PLW,2005,30.29587582
Palau,PLW,2010,28.21690278
Palestine,PSE,1990,46.03249946
Palestine,PSE,1995,48.5306704
Palestine,PSE,2000,48.17102321
Palestine,PSE,2005,50.01138418
Palestine,PSE,2010,50.47904779
Panama,PAN,1960,6.030413338
Panama,PAN,1965,4.79421159
Panama,PAN,1970,3.854490214
Panama,PAN,1975,3.024913377
Panama,PAN,1980,2.42063101
Panama,PAN,1985,2.447690148
Panama,PAN,1990,2.49618577
Panama,PAN,1995,2.665984935
Panama,PAN,2000,2.852363895
Panama,PAN,2005,3.080256958
Panama,PAN,2010,3.342157146
Papua New Guinea,PNG,1960,1.026407796
Papua New Guinea,PNG,1965,1.466565916
Papua New Guinea,PNG,1970,2.043532101
Papua New Guinea,PNG,1975,1.554974709
Papua New Guinea,PNG,1980,1.060120672
Papua New Guinea,PNG,1985,1.097732536
Papua New Guinea,PNG,1990,0.79494399
Papua New Guinea,PNG,1995,0.662584191
Papua New Guinea,PNG,2000,0.474781501
Papua New Guinea,PNG,2005,0.418817116
Papua New Guinea,PNG,2010,0.358465704
Paraguay,PRY,1960,2.628134014
Paraguay,PRY,1965,2.600314254
Paraguay,PRY,1970,2.953031039
Paraguay,PRY,1975,3.616277387
Paraguay,PRY,1980,4.582208293
Paraguay,PRY,1985,4.746984198
Paraguay,PRY,1990,4.350885437
Paraguay,PRY,1995,3.842798759
Paraguay,PRY,2000,3.30831276
Paraguay,PRY,2005,2.902600348
Paraguay,PRY,2010,2.597571578
Peru,PER,1960,0.661172533
Peru,PER,1965,0.576273441
Peru,PER,1970,0.502988103
Peru,PER,1975,0.440559526
Peru,PER,1980,0.38569932
Peru,PER,1985,0.316424447
Peru,PER,1990,0.256534922
Peru,PER,1995,0.210892733
Peru,PER,2000,0.177114495
Peru,PER,2005,0.150512093
Peru,PER,2010,0.128091019
Philippines,PHL,1960,0.836127613
Philippines,PHL,1965,0.710213787
Philippines,PHL,1970,0.607280083
Philippines,PHL,1975,0.392407056
Philippines,PHL,1980,0.283644738
Philippines,PHL,1985,0.267853867
Philippines,PHL,1990,0.257363754
Philippines,PHL,1995,0.301115276
Philippines,PHL,2000,0.414035284
Philippines,PHL,2005,0.435082455
Philippines,PHL,2010,0.468001009
Poland,POL,1960,8.181813887
Poland,POL,1965,7.154306176
Poland,POL,1970,6.392382509
Poland,POL,1975,5.315209239
Poland,POL,1980,4.342448098
Poland,POL,1985,3.547970755
Poland,POL,1990,2.959191444
Poland,POL,1995,2.496696593
Poland,POL,2000,2.152003408
Poland,POL,2005,2.16265525
Poland,POL,2010,2.175058436
Portugal,PRT,1960,0.439153841
Portugal,PRT,1965,0.698731302
Portugal,PRT,1970,1.17082896
Portugal,PRT,1975,1.806571089
Portugal,PRT,1980,2.718969044
Portugal,PRT,1985,3.454163683
Portugal,PRT,1990,4.365145587
Portugal,PRT,1995,5.265387322
Portugal,PRT,2000,6.170858059
Portugal,PRT,2005,7.271446294
Portugal,PRT,2010,8.68833171
Puerto Rico,PRI,1960,2.716836302
Puerto Rico,PRI,1965,4.280647648
Puerto Rico,PRI,1970,6.952133922
Puerto Rico,PRI,1975,7.582732131
Puerto Rico,PRI,1980,8.466905802
Puerto Rico,PRI,1985,8.761297009
Puerto Rico,PRI,1990,9.101187447
Puerto Rico,PRI,1995,9.19208613
Puerto Rico,PRI,2000,9.31710319
Puerto Rico,PRI,2005,9.221999905
Puerto Rico,PRI,2010,8.705082618
Qatar,QAT,1960,30.43818301
Qatar,QAT,1965,46.35519356
Qatar,QAT,1970,62.50766036
Qatar,QAT,1975,72.52469072
Qatar,QAT,1980,73.94497463
Qatar,QAT,1985,75.97117533
Qatar,QAT,1990,77.61449637
Qatar,QAT,1995,81.01788555
Qatar,QAT,2000,79.32068757
Qatar,QAT,2005,85.17631231
Qatar,QAT,2010,73.94043544
Romania,ROU,1960,1.797575421
Romania,ROU,1965,1.729904029
Romania,ROU,1970,1.401636649
Romania,ROU,1975,1.12256824
Romania,ROU,1980,0.905040419
Romania,ROU,1985,0.745009092
Romania,ROU,1990,0.615339261
Romania,ROU,1995,0.595068741
Romania,ROU,2000,0.598133821
Romania,ROU,2005,0.626163098
Romania,ROU,2010,0.65569144
Russia,RUS,1990,7.771793489
Russia,RUS,1995,7.890071588
Russia,RUS,2000,8.111942902
Russia,RUS,2005,8.416771402
Russia,RUS,2010,8.589734217
Rwanda,RWA,1960,0.972617665
Rwanda,RWA,1965,1.034384524
Rwanda,RWA,1970,0.952418748
Rwanda,RWA,1975,1.072039927
Rwanda,RWA,1980,1.032799265
Rwanda,RWA,1985,1.325783765
Rwanda,RWA,1990,1.003644759
Rwanda,RWA,1995,5.704379769
Rwanda,RWA,2000,4.878896767
Rwanda,RWA,2005,4.837232175
Rwanda,RWA,2010,4.522002796
Saint Kitts and Nevis,KNA,1960,6.908607926
Saint Kitts and Nevis,KNA,1965,6.305500803
Saint Kitts and Nevis,KNA,1970,6.093756963
Saint Kitts and Nevis,KNA,1975,6.016531912
Saint Kitts and Nevis,KNA,1980,6.027080199
Saint Kitts and Nevis,KNA,1985,6.921008163
Saint Kitts and Nevis,KNA,1990,7.951901648
Saint Kitts and Nevis,KNA,1995,8.452247715
Saint Kitts and Nevis,KNA,2000,8.885912524
Saint Kitts and Nevis,KNA,2005,9.196361342
Saint Kitts and Nevis,KNA,2010,9.638600244
Saint Lucia,LCA,1960,2.722995295
Saint Lucia,LCA,1965,2.783921581
Saint Lucia,LCA,1970,2.81964632
Saint Lucia,LCA,1975,2.930673226
Saint Lucia,LCA,1980,2.9953214
Saint Lucia,LCA,1985,3.43548285
Saint Lucia,LCA,1990,3.861629758
Saint Lucia,LCA,1995,4.290669206
Saint Lucia,LCA,2000,4.71490739
Saint Lucia,LCA,2005,5.247057259
Saint Lucia,LCA,2010,5.738541238
Saint Vincent and the Grenadines,VCT,1960,3.080990265
Saint Vincent and the Grenadines,VCT,1965,2.781138045
Saint Vincent and the Grenadines,VCT,1970,2.534906088
Saint Vincent and the Grenadines,VCT,1975,2.299872404
Saint Vincent and the Grenadines,VCT,1980,2.118281496
Saint Vincent and the Grenadines,VCT,1985,2.794873513
Saint Vincent and the Grenadines,VCT,1990,3.724339358
Saint Vincent and the Grenadines,VCT,1995,5.079447291
Saint Vincent and the Grenadines,VCT,2000,5.913046702
Saint Vincent and the Grenadines,VCT,2005,6.815694857
Saint Vincent and the Grenadines,VCT,2010,7.877163453
Samoa,WSM,1960,3.157071195
Samoa,WSM,1965,2.708785847
Samoa,WSM,1970,2.355858215
Samoa,WSM,1975,2.47187597
Samoa,WSM,1980,2.794527945
Samoa,WSM,1985,1.513466225
Samoa,WSM,1990,1.964817487
Samoa,WSM,1995,2.674573044
Samoa,WSM,2000,3.268924599
Samoa,WSM,2005,3.97825797
Samoa,WSM,2010,4.825054158
San Marino,SMR,1960,48.89885013
San Marino,SMR,1965,44.25458716
San Marino,SMR,1970,41.35660535
San Marino,SMR,1975,41.1260896
San Marino,SMR,1980,38.94584094
San Marino,SMR,1985,37.56385415
San Marino,SMR,1990,36.36930755
San Marino,SMR,1995,34.65120773
San Marino,SMR,2000,33.52297593
San Marino,SMR,2005,38.97134259
San Marino,SMR,2010,38.06777452
Sao Tome and Principe,STP,1960,11.57264026
Sao Tome and Principe,STP,1965,11.19341945
Sao Tome and Principe,STP,1970,9.527144416
Sao Tome and Principe,STP,1975,8.352803031
Sao Tome and Principe,STP,1980,7.087717081
Sao Tome and Principe,STP,1985,6.037254845
Sao Tome and Principe,STP,1990,5.113801453
Sao Tome and Principe,STP,1995,4.506181679
Sao Tome and Principe,STP,2000,4.027295792
Sao Tome and Principe,STP,2005,3.517558408
Sao Tome and Principe,STP,2010,3.074087079
Saudi Arabia,SAU,1960,1.551165913
Saudi Arabia,SAU,1965,3.217067347
Saudi Arabia,SAU,1970,6.116722072
Saudi Arabia,SAU,1975,12.50321557
Saudi Arabia,SAU,1980,19.37349016
Saudi Arabia,SAU,1985,25.45429017
Saudi Arabia,SAU,1990,28.98884958
Saudi Arabia,SAU,1995,24.45515382
Saudi Arabia,SAU,2000,24.01054811
Saudi Arabia,SAU,2005,25.6076262
Saudi Arabia,SAU,2010,25.94778255
Senegal,SEN,1960,5.287705032
Senegal,SEN,1965,4.790606877
Senegal,SEN,1970,4.17086914
Senegal,SEN,1975,3.159112016
Senegal,SEN,1980,2.139261376
Senegal,SEN,1985,2.640965613
Senegal,SEN,1990,3.574219002
Senegal,SEN,1995,3.337257222
Senegal,SEN,2000,2.342813981
Senegal,SEN,2005,1.95410522
Senegal,SEN,2010,1.621242482
Serbia,SRB,1990,1.308581598
Serbia,SRB,1995,11.45892579
Serbia,SRB,2000,11.39866366
Serbia,SRB,2005,9.066428483
Serbia,SRB,2010,7.205549085
Seychelles,SYC,1960,2.026378897
Seychelles,SYC,1965,3.063157895
Seychelles,SYC,1970,4.675373134
Seychelles,SYC,1975,4.922818792
Seychelles,SYC,1980,4.931677019
Seychelles,SYC,1985,5.100890208
Seychelles,SYC,1990,5.315714286
Seychelles,SYC,1995,5.67698927
Seychelles,SYC,2000,8.10294462
Seychelles,SYC,2005,10.18214717
Seychelles,SYC,2010,12.07307564
Sierra Leone,SLE,1960,2.104550532
Sierra Leone,SLE,1965,2.520746901
Sierra Leone,SLE,1970,3.005945148
Sierra Leone,SLE,1975,3.389150928
Sierra Leone,SLE,1980,3.014282632
Sierra Leone,SLE,1985,2.66704635
Sierra Leone,SLE,1990,3.929072183
Sierra Leone,SLE,1995,2.634290885
Sierra Leone,SLE,2000,2.380544875
Sierra Leone,SLE,2005,2.999267836
Sierra Leone,SLE,2010,1.848646324
Singapore,SGP,1960,31.53826531
Singapore,SGP,1965,27.82590492
Singapore,SGP,1970,25.59040733
Singapore,SGP,1975,23.38044727
Singapore,SGP,1980,21.85065661
Singapore,SGP,1985,22.63633041
Singapore,SGP,1990,23.86862919
Singapore,SGP,1995,28.13304015
Singapore,SGP,2000,33.5610616
Singapore,SGP,2005,35.02217638
Singapore,SGP,2010,38.74298265
Slovakia,SVK,1990,0.779270481
Slovakia,SVK,1995,2.116766527
Slovakia,SVK,2000,2.198258585
Slovakia,SVK,2005,2.316238048
Slovakia,SVK,2010,2.42388473
Slovenia,SVN,1990,8.912044625
Slovenia,SVN,1995,10.05868719
Slovenia,SVN,2000,8.77041618
Slovenia,SVN,2005,8.364517609
Slovenia,SVN,2010,8.000359273
Small states,,1960,3.768780983
Small states,,1965,3.735698363
Small states,,1970,3.697362358
Small states,,1975,3.680855931
Small states,,1980,4.169137003
Small states,,1985,4.140568659
Small states,,1990,4.540665535
Small states,,1995,4.529880236
Small states,,2000,4.795862099
Small states,,2005,5.156464098
Small states,,2010,5.410710948
Solomon Islands,SLB,1960,3.151804122
Solomon Islands,SLB,1965,2.846244346
Solomon Islands,SLB,1970,2.547850173
Solomon Islands,SLB,1975,2.213526185
Solomon Islands,SLB,1980,1.859817704
Solomon Islands,SLB,1985,1.57675705
Solomon Islands,SLB,1990,1.496878297
Solomon Islands,SLB,1995,1.47340467
Solomon Islands,SLB,2000,1.455366497
Solomon Islands,SLB,2005,1.378205265
Solomon Islands,SLB,2010,1.32483936
Somalia,SOM,1960,0.411989639
Somalia,SOM,1965,0.395366369
Somalia,SOM,1970,0.378502476
Somalia,SOM,1975,0.361972762
Somalia,SOM,1980,26.36612895
Somalia,SOM,1985,12.76392145
Somalia,SOM,1990,10.01498826
Somalia,SOM,1995,0.293770996
Somalia,SOM,2000,0.269084368
Somalia,SOM,2005,0.251224232
Somalia,SOM,2010,0.238402023
South Africa,ZAF,1960,5.332582203
South Africa,ZAF,1965,4.765843082
South Africa,ZAF,1970,4.353221352
South Africa,ZAF,1975,3.891827079
South Africa,ZAF,1980,3.565792718
South Africa,ZAF,1985,5.775536383
South Africa,ZAF,1990,3.478318182
South Africa,ZAF,1995,2.806211656
South Africa,ZAF,2000,2.323581818
South Africa,ZAF,2005,2.637292566
South Africa,ZAF,2010,3.667695783
South Asia,,1960,3.115719756
South Asia,,1965,2.69531746
South Asia,,1970,2.315614986
South Asia,,1975,1.952637869
South Asia,,1980,1.739223498
South Asia,,1985,1.59556765
South Asia,,1990,1.404006363
South Asia,,1995,1.052969235
South Asia,,2000,0.927983493
South Asia,,2005,0.779871901
South Asia,,2010,0.747312741
South Korea,KOR,1960,0.541935763
South Korea,KOR,1965,0.543977611
South Korea,KOR,1970,0.557904423
South Korea,KOR,1975,0.865274169
South Korea,KOR,1980,1.387087192
South Korea,KOR,1985,1.372162213
South Korea,KOR,1990,1.334412334
South Korea,KOR,1995,1.296094996
South Korea,KOR,2000,1.208453154
South Korea,KOR,2005,1.145024966
South Korea,KOR,2010,1.082398378
Spain,ESP,1960,0.692487276
Spain,ESP,1965,0.851844879
Spain,ESP,1970,1.051994481
Spain,ESP,1975,1.310251902
Spain,ESP,1980,1.627590027
Spain,ESP,1985,1.865963234
Spain,ESP,1990,2.135638893
Spain,ESP,1995,2.643487827
Spain,ESP,2000,4.353524567
Spain,ESP,2005,10.55579144
Spain,ESP,2010,13.69246217
Sri Lanka,LKA,1960,10.15882175
Sri Lanka,LKA,1965,9.198235399
Sri Lanka,LKA,1970,8.67366949
Sri Lanka,LKA,1975,6.563981921
Sri Lanka,LKA,1980,4.488485794
Sri Lanka,LKA,1985,3.121941674
Sri Lanka,LKA,1990,2.696685278
Sri Lanka,LKA,1995,2.347187914
Sri Lanka,LKA,2000,2.06746414
Sri Lanka,LKA,2005,1.865149664
Sri Lanka,LKA,2010,1.645838377
Sub-Saharan Africa (all income levels),,1960,3.474729015
Sub-Saharan Africa (all income levels),,1965,3.388145602
Sub-Saharan Africa (all income levels),,1970,3.182378496
Sub-Saharan Africa (all income levels),,1975,2.983914924
Sub-Saharan Africa (all income levels),,1980,3.368017367
Sub-Saharan Africa (all income levels),,1985,2.897070201
Sub-Saharan Africa (all income levels),,1990,2.880927091
Sub-Saharan Africa (all income levels),,1995,2.841195293
Sub-Saharan Africa (all income levels),,2000,2.355390056
Sub-Saharan Africa (all income levels),,2005,2.133836719
Sub-Saharan Africa (all income levels),,2010,2.023898635
Sub-Saharan Africa (developing only),,1960,3.470290863
Sub-Saharan Africa (developing only),,1965,3.386299101
Sub-Saharan Africa (developing only),,1970,3.181812844
Sub-Saharan Africa (developing only),,1975,2.983510825
Sub-Saharan Africa (developing only),,1980,3.36832579
Sub-Saharan Africa (developing only),,1985,2.897949064
Sub-Saharan Africa (developing only),,1990,2.882206374
Sub-Saharan Africa (developing only),,1995,2.842421167
Sub-Saharan Africa (developing only),,2000,2.355893453
Sub-Saharan Africa (developing only),,2005,2.133953855
Sub-Saharan Africa (developing only),,2010,2.023699337
Sudan,SDN,1960,2.308534591
Sudan,SDN,1965,1.969336312
Sudan,SDN,1970,2.017110409
Sudan,SDN,1975,1.987137763
Sudan,SDN,1980,3.75803705
Sudan,SDN,1985,6.244978934
Sudan,SDN,1990,4.940209136
Sudan,SDN,1995,3.68602603
Sudan,SDN,2000,2.455569768
Sudan,SDN,2005,1.595628386
Sudan,SDN,2010,1.631849268
Suriname,SUR,1960,7.746610018
Suriname,SUR,1965,5.76614155
Suriname,SUR,1970,4.388743441
Suriname,SUR,1975,3.826819725
Suriname,SUR,1980,3.258199941
Suriname,SUR,1985,3.929803025
Suriname,SUR,1990,4.416375197
Suriname,SUR,1995,4.995401835
Suriname,SUR,2000,5.721672966
Suriname,SUR,2005,6.905705093
Suriname,SUR,2010,7.618389589
Swaziland,SWZ,1960,4.851775176
Swaziland,SWZ,1965,8.888599522
Swaziland,SWZ,1970,7.573501045
Swaziland,SWZ,1975,5.363566041
Swaziland,SWZ,1980,5.591897549
Swaziland,SWZ,1985,5.805877317
Swaziland,SWZ,1990,8.275377639
Swaziland,SWZ,1995,3.648534192
Swaziland,SWZ,2000,3.456846994
Swaziland,SWZ,2005,3.49199107
Swaziland,SWZ,2010,3.387509345
Sweden,SWE,1960,3.949653798
Sweden,SWE,1965,5.090438104
Sweden,SWE,1970,6.55434593
Sweden,SWE,1975,7.055946845
Sweden,SWE,1980,7.518460613
Sweden,SWE,1985,7.833865405
Sweden,SWE,1990,9.085009817
Sweden,SWE,1995,10.2598194
Sweden,SWE,2000,11.188129
Sweden,SWE,2005,12.32524642
Sweden,SWE,2010,13.92623644
Switzerland,CHE,1960,13.40574685
Switzerland,CHE,1965,15.14819844
Switzerland,CHE,1970,17.66723395
Switzerland,CHE,1975,17.18356579
Switzerland,CHE,1980,16.86531397
Switzerland,CHE,1985,18.59558155
Switzerland,CHE,1990,20.49606293
Switzerland,CHE,1995,20.89575918
Switzerland,CHE,2000,21.7504402
Switzerland,CHE,2005,22.31626108
Switzerland,CHE,2010,22.52801918
Syria,SYR,1960,6.010524787
Syria,SYR,1965,5.917215555
Syria,SYR,1970,5.765345907
Syria,SYR,1975,5.675436277
Syria,SYR,1980,5.557786175
Syria,SYR,1985,5.884640317
Syria,SYR,1990,5.544286534
Syria,SYR,1995,5.699142937
Syria,SYR,2000,5.650502475
Syria,SYR,2005,7.314677975
Syria,SYR,2010,10.64567043
Tajikistan,TJK,1990,8.039966126
Tajikistan,TJK,1995,5.271137712
Tajikistan,TJK,2000,5.33934504
Tajikistan,TJK,2005,4.502623186
Tajikistan,TJK,2010,3.749701914
Tanzania,TZA,1960,4.734998993
Tanzania,TZA,1965,4.161771235
Tanzania,TZA,1970,3.712784179
