,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Brunei Darussalam,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Djibouti,Czechia,Czechoslovakia,Cuba,Egypt,Kyrgyzstan,Argentina,Democratic People's Republic of Korea,Germany,El Salvador,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Montserrat,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Nigeria,Norway,Guam,Turkey,Burundi,"China, Hong Kong SAR",Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,Algeria,Senegal,Saint Lucia,Haiti,Sao Tome and Principe,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Bhutan,Congo,USSR,Honduras,Ireland,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Sierra Leone,Réunion,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1998,19206.0,21558.0,587130.0,754880.0,174687.0,280743.0,560000.0,7685.0,241537.0,1161796.0,48487.0,15645.0,29.0,7.0,25300.0,19589.0,104914.0,13718.0,102777.0,-1.0,43769.0,3638.0,79057.0,564.0,265000.0,-1.0,33300.0,88122.0,94780.0,6047.0,43987.0,14517119.0,88068.0,38211.0,20.0,6474.0,-1.0,1533433.0,78000.0,1.0,5.0,399699.0,1165559.0,20368.0,99733.0,32741.0,831.0,54360.0,227662.0,22221.0,5.0,14037.0,0.0,284490.0,1611660.0,1225622.0,207689.0,307451.0,41501.0,16738.0,854.0,0.0,361750.0,-1.0,14946.0,299686.0,88550.0,870547.0,99115.0,1082953.0,6048.0,453002.0,-1.0,550.0,736351.0,106149.0,15944.0,555028.0,41952.0,120190.0,33.0,172.0,0.0,645199.0,329085.0,227527.0,59770.0,89.0,15903.0,422585.0,76300.0,0.0,2534989.0,6240.0,0.0,814000.0,92883.0,674652.0,50895.0,338832.0,891660.0,101285.0,734518.0,67966.0,1.0,117625.0,55091.0,-1.0,59112.0,751255.0,89.0,5574.0,45968.0,5.0,281455.0,45823.0,0.0,16740.0,20.0,3.0,-1.0,35146.0,5191.0,2117.0,61267.0,651002.0,5222.0,122696.0,39230.0,7372.0,252652.0,6.0,2711.0,74094.0,69000.0,7.0,64534.0,1952391.0,14497913.0,12662100.0,16146.0,43170.0,7582300.0,2476100.0,43412.0,94511.0,23164.0,84.0,-1.0,20714.0,16110.0,368.0,-1.0,6480.0,16139.0,553000.0,94167.0,1331586.0,12768.0,21594.0,13910.0,13054.0,255456.0,3369842.0,780899.0,91528.0,87.0,496.0,7001.0,132442.0,1320.0,4779.0,39028.0,121019.0,123591.0,5512.0,193.0,-1.0,9908.0,48024.0,72150.0,4244.0,107240.0,65.0,118413.0,22346.0,56.0,-1.0,31676.0,5913.0,3066.0,116852.0,56563.0
1999,18777.0,20871.0,470287.0,777919.0,180169.0,267197.0,563000.0,7175.0,250391.0,1164684.0,50460.0,15273.0,63.0,5.0,21200.0,20130.0,100246.0,15420.0,102956.0,-1.0,46348.0,3432.0,68852.0,475.0,238200.0,-1.0,31600.0,92623.0,119029.0,6352.0,45544.0,14460042.0,91954.0,41336.0,24.0,7203.0,-1.0,1490508.0,84155.0,2.0,1.0,360350.0,1174707.0,19538.0,94476.0,32341.0,814.0,47500.0,232860.0,26117.0,5.0,13569.0,0.0,265121.0,1736900.0,1186339.0,200205.0,377052.0,45300.0,17434.0,745.0,0.0,342693.0,-1.0,17180.0,322083.0,79362.0,980322.0,108604.0,1119979.0,5634.0,483374.0,-1.0,530.0,661368.0,53622.0,10292.0,556438.0,37052.0,138676.0,28.0,237.0,0.0,657015.0,321700.0,245571.0,105490.0,98.0,16174.0,423978.0,74700.0,0.0,2535747.0,6212.0,0.0,820800.0,45420.0,681050.0,46061.0,336195.0,960107.0,127149.0,769966.0,72728.0,1.0,123160.0,51445.0,-1.0,58426.0,787400.0,91.0,7311.0,46020.0,3.0,251745.0,38138.0,0.0,15300.0,30.0,3.0,-1.0,32281.0,4507.0,2155.0,53427.0,652360.0,4672.0,75279.0,36750.0,7220.0,242671.0,7.0,3913.0,84233.0,75000.0,7.0,62606.0,1966425.0,14441266.0,11925200.0,17337.0,44630.0,7601600.0,2094200.0,40032.0,97254.0,23138.0,98.0,-1.0,20897.0,67120.0,401.0,-1.0,6969.0,17371.0,591000.0,93161.0,1271553.0,12745.0,23523.0,14078.0,13062.0,280720.0,3691503.0,803038.0,87724.0,84.0,571.0,7000.0,141980.0,1505.0,4959.0,42434.0,121633.0,122166.0,3627.0,305.0,-1.0,8087.0,46024.0,72153.0,4909.0,128905.0,88.0,133649.0,18919.0,57.0,-1.0,32144.0,5384.0,2792.0,124408.0,61243.0
2000,18070.0,20021.0,482573.0,745272.0,181798.0,295258.0,562000.0,6500.0,249733.0,1145522.0,51190.0,12887.0,59.0,4.0,25185.0,20175.0,105707.0,15723.0,103274.0,2000.0,43666.0,1099.0,71537.0,541.0,252300.0,-1.0,31800.0,91163.0,158630.0,6732.0,45018.0,14039662.0,91926.0,42296.0,19.0,6829.0,-1.0,1354106.0,67588.0,1.0,1.0,336359.0,1161585.0,19859.0,112819.0,34898.0,838.0,52901.0,247015.0,28928.0,5.0,16308.0,0.0,283584.0,1692400.0,1183387.0,174490.0,409470.0,43100.0,18640.0,721.0,0.0,350617.0,-1.0,16091.0,297020.0,79632.0,989727.0,97204.0,1115991.0,6048.0,455076.0,-1.0,543.0,758656.0,50993.0,12327.0,549760.0,33605.0,156038.0,32.0,245.0,0.0,768926.0,308060.0,255606.0,66220.0,116.0,17677.0,389188.0,57810.0,0.0,2517511.0,6400.0,0.0,858100.0,81155.0,690315.0,56054.0,338455.0,994160.0,132979.0,769986.0,67888.0,1.0,98084.0,38881.0,-1.0,59708.0,788625.0,109.0,8149.0,43261.0,3.0,232393.0,37659.0,0.0,14712.0,35.0,3.0,61530.0,38890.0,5348.0,2146.0,54107.0,637307.0,7225.0,105374.0,30837.0,7642.0,199149.0,7.0,3921.0,88393.0,62500.0,7.0,67758.0,1965797.0,14021592.0,12044000.0,23718.0,45985.0,7426270.0,2313200.0,38321.0,98163.0,24781.0,89.0,-1.0,20051.0,17120.0,315.0,-1.0,5782.0,17006.0,471000.0,96300.0,1424030.0,12770.0,25225.0,12660.0,14032.0,328861.0,3308631.0,877099.0,86224.0,106.0,540.0,5001.0,137816.0,2251.0,4118.0,34485.0,119398.0,132772.0,3652.0,315.0,-1.0,7606.0,47025.0,72135.0,5642.0,122205.0,40.0,138089.0,30959.0,62.0,-1.0,34102.0,4383.0,2356.0,140423.0,-1.0
2001,16260.0,15589.0,435178.0,765834.0,176462.0,246951.0,555000.0,6000.0,260235.0,1154175.0,53285.0,13295.0,53.0,4.0,23026.0,20443.0,105063.0,14672.0,103579.0,2000.0,46417.0,2040.0,80894.0,478.0,241300.0,-1.0,31600.0,82871.0,169881.0,6778.0,41687.0,13902349.0,85326.0,41977.0,21.0,6309.0,-1.0,1454610.0,55979.0,1.0,1.0,369890.0,1195689.0,19667.0,123265.0,39216.0,779.0,50229.0,246651.0,31877.0,4.0,17077.0,0.0,292366.0,1751900.0,1154763.0,185375.0,480161.0,39600.0,19840.0,871.0,0.0,344795.0,-1.0,16927.0,279219.0,79852.0,1042783.0,95858.0,1099039.0,5011.0,437195.0,-1.0,553.0,921478.0,56533.0,12083.0,536214.0,31465.0,162643.0,26.0,279.0,0.0,769515.0,264062.0,277854.0,71164.0,101.0,19765.0,405028.0,60532.0,0.0,2499572.0,6472.0,0.0,809700.0,92521.0,694953.0,57105.0,340167.0,983700.0,140981.0,764571.0,103988.0,1.0,90139.0,41073.0,-1.0,58592.0,784411.0,108.0,8036.0,43920.0,2.0,228726.0,38697.0,0.0,14085.0,36.0,3.0,60730.0,34375.0,4746.0,2356.0,52649.0,822293.0,1387.0,130412.0,46070.0,8002.0,222841.0,7.0,4236.0,91016.0,69500.0,8.0,68066.0,1856360.0,13886089.0,12273600.0,14480.0,47370.0,7121352.0,2894000.0,37285.0,104782.0,22759.0,95.0,-1.0,20217.0,18598.0,344.0,-1.0,5137.0,18971.0,484000.0,89787.0,1319896.0,13788.0,21951.0,13260.0,14028.0,345282.0,3392823.0,990264.0,84745.0,126.0,538.0,8001.0,110436.0,2201.0,3468.0,36605.0,118242.0,130389.0,3246.0,325.0,-1.0,7911.0,52026.0,72236.0,5071.0,131095.0,44.0,135621.0,43299.0,67.0,-1.0,40294.0,3850.0,2765.0,144581.0,-1.0
2002,15346.0,23936.0,460289.0,834990.0,179183.0,311675.0,560000.0,6000.0,250053.0,1145829.0,41193.0,11523.0,78.0,4.0,36259.0,21063.0,97206.0,15057.0,103884.0,2000.0,49559.0,1196.0,82824.0,586.0,233100.0,-1.0,31900.0,88434.0,173235.0,7103.0,35780.0,13301777.0,96150.0,44713.0,28.0,5938.0,-1.0,1971110.0,64808.0,1.0,1.0,255010.0,1171484.0,19789.0,134708.0,40752.0,882.0,56735.0,223755.0,35019.0,5.0,18163.0,0.0,290781.0,1729580.0,1165263.0,243366.0,488516.0,39690.0,17470.0,758.0,0.0,349378.0,-1.0,16245.0,320007.0,76612.0,947255.0,97377.0,1077268.0,4662.0,493899.0,-1.0,642.0,742585.0,49686.0,11286.0,529394.0,24228.0,129436.0,30.0,187.0,0.0,770152.0,243800.0,293554.0,73077.0,115.0,19553.0,413446.0,59966.0,0.0,2422240.0,6989.0,0.0,726200.0,97729.0,701803.0,61904.0,336653.0,1056272.0,146023.0,817332.0,138143.0,1.0,118344.0,42285.0,-1.0,55635.0,834802.0,96.0,8850.0,42662.0,3.0,222778.0,42611.0,0.0,14307.0,37.0,3.0,61221.0,39050.0,4488.0,2441.0,51684.0,776169.0,10108.0,140035.0,50360.0,8579.0,266448.0,8.0,4160.0,91739.0,57000.0,9.0,70757.0,1809744.0,13286431.0,10782900.0,15471.0,49320.0,7289071.0,1801700.0,38396.0,100389.0,20892.0,67.0,-1.0,20046.0,17281.0,403.0,-1.0,6255.0,17514.0,463000.0,91350.0,1301478.0,13983.0,24513.0,12836.0,15064.0,245105.0,3427622.0,1002587.0,83301.0,78.0,391.0,5001.0,119912.0,2498.0,3927.0,41407.0,117500.0,133397.0,3183.0,233.0,-1.0,7297.0,51026.0,71688.0,5723.0,148695.0,55.0,131023.0,45349.0,84.0,-1.0,35718.0,3342.0,2756.0,78136.0,-1.0
2003,13246.0,22291.0,470023.0,914038.0,180472.0,323744.0,560000.0,6000.0,248463.0,1092867.0,40831.0,12894.0,68.0,4.0,30000.0,22265.0,101700.0,14542.0,105413.0,2000.0,52781.0,1942.0,82669.0,550.0,235300.0,-1.0,29200.0,101935.0,172945.0,7653.0,38913.0,13895393.0,100590.0,45518.0,32.0,5990.0,-1.0,2333710.0,63910.0,1.0,1.0,83724.0,1140904.0,21756.0,132780.0,45584.0,872.0,47715.0,227040.0,38485.0,6.0,18462.0,0.0,281392.0,1644600.0,1532362.0,215475.0,496641.0,39400.0,16398.0,689.0,0.0,346920.0,-1.0,13603.0,329697.0,78153.0,878331.0,94081.0,1121955.0,4929.0,505613.0,-1.0,636.0,668934.0,45966.0,9971.0,532485.0,23200.0,190370.0,26.0,180.0,0.0,759045.0,224400.0,282706.0,85952.0,98.0,25942.0,424155.0,62288.0,0.0,2498630.0,6312.0,0.0,759800.0,76769.0,735057.0,53711.0,351543.0,1061870.0,143856.0,955712.0,138358.0,1.0,127207.0,50742.0,-1.0,55163.0,972110.0,99.0,9582.0,38838.0,3.0,226357.0,35005.0,0.0,14478.0,37.0,3.0,63630.0,35402.0,3910.0,2456.0,65110.0,786300.0,9593.0,86466.0,51365.0,8577.0,241341.0,8.0,4068.0,93773.0,61500.0,8.0,60920.0,1830046.0,13882147.0,11094500.0,14455.0,51370.0,7335164.0,2462700.0,36174.0,94968.0,24633.0,83.0,-1.0,20304.0,16724.0,412.0,-1.0,6446.0,18704.0,450000.0,88350.0,1361663.0,18026.0,30633.0,15442.0,20088.0,274447.0,3301271.0,1034327.0,77907.0,78.0,576.0,8000.0,122574.0,1700.0,4458.0,40405.0,117417.0,130291.0,2579.0,243.0,-1.0,7039.0,53027.0,73293.0,6701.0,147785.0,72.0,136962.0,55826.0,68.0,-1.0,33359.0,4831.0,2219.0,114828.0,-1.0
2004,14736.0,17224.0,486516.0,877956.0,178377.0,351860.0,569000.0,6000.0,238614.0,1112866.0,42047.0,14434.0,83.0,4.0,24200.0,25830.0,110900.0,14168.0,108062.0,2000.0,56101.0,1642.0,77164.0,577.0,210500.0,-1.0,30000.0,80791.0,203333.0,9102.0,36765.0,14365981.0,89347.0,46455.0,40.0,6068.0,-1.0,2412810.0,63511.0,2.0,1.0,117600.0,1158773.0,20922.0,125379.0,49926.0,944.0,47820.0,200375.0,40436.0,6.0,20358.0,0.0,280000.0,1518000.0,1558923.0,245015.0,604164.0,41760.0,16273.0,721.0,0.0,338394.0,-1.0,11926.0,360790.0,81105.0,900121.0,98211.0,1108970.0,4801.0,485522.0,-1.0,710.0,866694.0,50077.0,11452.0,520859.0,23885.0,204030.0,26.0,199.0,0.0,782316.0,195900.0,273119.0,95955.0,103.0,26674.0,440639.0,65186.0,0.0,2504611.0,6490.0,0.0,717100.0,54482.0,792170.0,56219.0,357836.0,1110814.0,153460.0,896865.0,144852.0,1.0,113758.0,54762.0,-1.0,53729.0,913138.0,105.0,10129.0,46448.0,3.0,224945.0,39027.0,0.0,14442.0,37.0,3.0,64510.0,46813.0,3351.0,2005.0,56060.0,779205.0,7106.0,171007.0,52120.0,9205.0,232336.0,8.0,4095.0,88655.0,55000.0,9.0,72506.0,1853766.0,14351245.0,11198550.0,12736.0,53640.0,7459619.0,2607300.0,39935.0,94986.0,27304.0,90.0,-1.0,20197.0,17022.0,403.0,-1.0,5850.0,19704.0,427000.0,87386.0,1410562.0,18570.0,30478.0,15203.0,20064.0,275550.0,3237991.0,1083878.0,77986.0,78.0,581.0,8000.0,125701.0,2470.0,3976.0,41533.0,115969.0,139233.0,4337.0,249.0,-1.0,6817.0,47024.0,74681.0,6948.0,160185.0,90.0,134947.0,67234.0,71.0,-1.0,34000.0,5410.0,2298.0,135013.0,-1.0
2005,14230.0,26155.0,461890.0,761772.0,182114.0,311207.0,560000.0,6500.0,212231.0,1112187.0,42228.0,12641.0,53.0,7.0,25200.0,25603.0,120200.0,14464.0,108985.0,2000.0,59414.0,2191.0,73913.0,496.0,187300.0,-1.0,30600.0,97263.0,198040.0,9820.0,35444.0,13118269.0,85593.0,43673.0,24.0,6024.0,-1.0,2575910.0,65091.0,1.0,1.0,458224.0,1132080.0,22019.0,130188.0,53421.0,848.0,42975.0,198379.0,44212.0,6.0,20236.0,0.0,277000.0,1498700.0,1508518.0,359284.0,631219.0,38100.0,16260.0,712.0,0.0,351386.0,-1.0,13294.0,372156.0,80101.0,807146.0,95818.0,1017760.0,4946.0,499113.0,-1.0,662.0,875449.0,43941.0,9397.0,511887.0,22898.0,183337.0,26.0,186.0,0.0,675505.0,194000.0,284044.0,100875.0,94.0,27050.0,464996.0,67337.0,0.0,2359659.0,6675.0,0.0,739000.0,63267.0,868016.0,53017.0,357413.0,1100846.0,156357.0,855823.0,131810.0,1.0,116218.0,56866.0,-1.0,52112.0,872083.0,108.0,9630.0,49316.0,3.0,224950.0,36508.0,0.0,14730.0,33.0,2.0,64460.0,47376.0,4492.0,2260.0,65427.0,787456.0,7572.0,134775.0,41510.0,9759.0,233173.0,8.0,4254.0,75297.0,48000.0,9.0,74506.0,1832860.0,13104039.0,11003600.0,25853.0,56635.0,7490617.0,2406100.0,43901.0,101192.0,30954.0,65.0,-1.0,19293.0,17129.0,430.0,-1.0,6393.0,16083.0,417000.0,77389.0,1532976.0,16052.0,33784.0,14528.0,15060.0,234199.0,3167589.0,985188.0,78029.0,81.0,576.0,8000.0,256243.0,2865.0,3528.0,41281.0,114603.0,149070.0,4367.0,247.0,-1.0,7210.0,47024.0,76449.0,6975.0,164385.0,126.0,131472.0,77140.0,76.0,-1.0,35865.0,6514.0,1913.0,105195.0,-1.0
2006,14220.0,20652.0,442079.0,767031.0,181603.0,322321.0,562000.0,8000.0,212623.0,1107043.0,44576.0,14120.0,73.0,4.0,26223.0,19727.0,122500.0,14720.0,109985.0,3259.0,62464.0,1169.0,70808.0,501.0,253500.0,-1.0,28000.0,94580.0,160691.0,9056.0,34940.0,12239324.0,86725.0,43680.0,54.0,6297.0,538.0,2531260.0,76059.0,15.0,1.0,455522.0,1135434.0,22100.0,136085.0,54420.0,846.0,33075.0,-1.0,50619.0,6.0,20580.0,0.0,274745.0,1480700.0,1617000.0,363106.0,505805.0,36220.0,16787.0,858.0,0.0,335846.0,-1.0,12447.0,350754.0,77301.0,875991.0,96125.0,1067162.0,5234.0,429643.0,-1.0,647.0,754064.0,50094.0,10417.0,553201.0,21590.0,184075.0,26.0,220.0,0.0,809839.0,196200.0,257776.0,100000.0,96.0,27733.0,461159.0,66500.0,0.0,2240180.0,6404.0,0.0,787600.0,63617.0,861637.0,57852.0,364966.0,1102919.0,162976.0,928719.0,128711.0,1.0,110278.0,47581.0,-1.0,51805.0,945506.0,115.0,10740.0,47856.0,3.0,232040.0,34600.0,0.0,18066.0,39.0,3.0,64460.0,48700.0,3752.0,1866.0,67706.0,790292.0,5809.0,121492.0,44050.0,9840.0,221215.0,8.0,3960.0,57848.0,33000.0,8.0,64996.0,1829023.0,12225104.0,11326500.0,26677.0,58445.0,7668112.0,2533600.0,56156.0,102979.0,36673.0,73.0,162488.0,19679.0,17128.0,464.0,-1.0,5220.0,19590.0,409000.0,69397.0,1507050.0,11615.0,29511.0,15388.0,15092.0,260320.0,3373395.0,1116075.0,79062.0,69.0,243.0,6192.0,265691.0,2551.0,3462.0,36967.0,117781.0,151339.0,4771.0,256.0,-1.0,9151.0,47024.0,75085.0,6855.0,150249.0,84.0,100364.0,45250.0,100.0,-1.0,33405.0,6596.0,1940.0,112684.0,-1.0
2007,14230.0,19046.0,411980.0,825355.0,201210.0,342546.0,636000.0,9500.0,204186.0,1180973.0,57173.0,11007.0,58.0,4.0,19739.0,22848.0,125500.0,15736.0,110949.0,7841.0,66704.0,2529.0,52690.0,458.0,207500.0,-1.0,27636.0,84950.0,177550.0,8984.0,33401.0,12309278.0,96176.0,43677.0,52.0,7078.0,526.0,2684910.0,86170.0,15.0,1.0,458055.0,1176633.0,23382.0,139685.0,49134.0,818.0,27850.0,-1.0,52739.0,6.0,21133.0,0.0,265806.0,1477800.0,1448503.0,357490.0,345533.0,36200.0,16785.0,824.0,0.0,347972.0,-1.0,14697.0,372685.0,81536.0,938717.0,93306.0,1060857.0,5868.0,473364.0,-1.0,710.0,750037.0,47239.0,5980.0,553868.0,28479.0,184297.0,29.0,217.0,0.0,806869.0,202600.0,282477.0,155778.0,97.0,20262.0,449176.0,66200.0,0.0,2150264.0,6724.0,0.0,782100.0,58635.0,862450.0,73705.0,263220.0,1114319.0,167187.0,978616.0,176176.0,1.0,81433.0,51619.0,-1.0,51207.0,995400.0,128.0,12681.0,68564.0,3.0,232040.0,48512.0,0.0,14910.0,39.0,3.0,68460.0,48194.0,3847.0,2261.0,95998.0,788862.0,5792.0,123928.0,42042.0,9269.0,219695.0,9.0,4268.0,67293.0,44000.0,9.0,71321.0,1795043.0,12295048.0,11903100.0,24196.0,54170.0,7754688.0,2687900.0,57570.0,103333.0,28910.0,75.0,151364.0,19190.0,13264.0,490.0,-1.0,4939.0,21600.0,487000.0,85431.0,1672677.0,14122.0,36075.0,14953.0,15060.0,265512.0,3488416.0,814762.0,78790.0,80.0,191.0,5892.0,269729.0,3017.0,3909.0,43250.0,119004.0,163968.0,2888.0,269.0,-1.0,11571.0,51027.0,76665.0,8290.0,155240.0,99.0,94193.0,49893.0,72.0,-1.0,37273.0,6383.0,2465.0,136890.0,-1.0
2008,14229.0,32679.0,390226.0,818371.0,187718.0,362092.0,667000.0,12379.0,211640.0,1183214.0,57620.0,13723.0,38.0,4.0,21769.0,28103.0,128300.0,15452.0,132514.0,6523.0,62922.0,2973.0,33024.0,365.0,211200.0,-1.0,28780.0,109630.0,231639.0,9576.0,33153.0,12743119.0,99398.0,42253.0,69.0,7335.0,562.0,2306715.0,71526.0,15.0,1.0,459122.0,1179264.0,24994.0,162354.0,49842.0,706.0,26550.0,-1.0,58195.0,8.0,23207.0,0.0,273657.0,1482300.0,1479490.0,315070.0,293938.0,36855.0,17885.0,906.0,0.0,346694.0,-1.0,18709.0,366328.0,80535.0,765007.0,94130.0,1069795.0,6826.0,485894.0,-1.0,784.0,797803.0,44119.0,8411.0,553954.0,28008.0,223714.0,36.0,192.0,0.0,827617.0,195700.0,280850.0,119724.0,108.0,33199.0,335038.0,68800.0,0.0,2171800.0,6962.0,0.0,758400.0,64351.0,860576.0,64938.0,272678.0,1189157.0,182347.0,969027.0,166469.0,1.0,107950.0,56988.0,-1.0,50524.0,986912.0,129.0,11755.0,58955.0,4.0,253330.0,54017.0,0.0,18705.0,39.0,4.0,63150.0,48287.0,4050.0,2328.0,107724.0,740848.0,6282.0,125640.0,40409.0,7656.0,225895.0,10.0,4395.0,69540.0,38000.0,10.0,71701.0,1777805.0,12728890.0,12151900.0,25880.0,52820.0,7468581.0,2722340.0,61182.0,110581.0,26120.0,75.0,163817.0,19742.0,12971.0,462.0,-1.0,6490.0,21233.0,504000.0,82373.0,1547208.0,16855.0,35634.0,11073.0,15063.0,380464.0,3213784.0,1031877.0,78837.0,100.0,216.0,6112.0,282972.0,2630.0,4628.0,47800.0,120054.0,149801.0,3322.0,281.0,-1.0,11762.0,49025.0,77860.0,11720.0,151877.0,99.0,86659.0,52445.0,60.0,-1.0,42102.0,5965.0,2153.0,125275.0,-1.0
2009,14338.0,37262.0,440834.0,759460.0,187769.0,363729.0,707400.0,12562.0,159303.0,1200413.0,60438.0,14010.0,45.0,4.0,22350.0,26918.0,128400.0,14442.0,113048.0,6374.0,95334.0,2834.0,34649.0,257.0,175200.0,-1.0,26500.0,101860.0,200171.0,6453.0,28438.0,13164615.0,135227.0,39882.0,74.0,8270.0,504.0,2992120.0,68891.0,15.0,1.0,443887.0,1130128.0,25781.0,148391.0,51402.0,598.0,27830.0,-1.0,65148.0,8.0,23637.0,0.0,271885.0,1392600.0,1357052.0,375290.0,391709.0,33304.0,17980.0,1096.0,0.0,346151.0,-1.0,15755.0,336516.0,77201.0,697249.0,93501.0,996213.0,5277.0,453063.0,-1.0,799.0,836652.0,46997.0,7676.0,516844.0,26544.0,179810.0,41.0,198.0,0.0,921481.0,210300.0,356222.0,125738.0,101.0,33506.0,399773.0,48900.0,0.0,2182741.0,7287.0,0.0,746000.0,54490.0,856396.0,77846.0,271981.0,1196699.0,192943.0,924643.0,183806.0,1.0,77163.0,52072.0,-1.0,49242.0,942623.0,130.0,13090.0,65442.0,3.0,253324.0,49641.0,0.0,20805.0,36.0,2.0,68080.0,83778.0,4534.0,2533.0,80988.0,621577.0,5546.0,109611.0,39621.0,5755.0,232917.0,13.0,2023.0,62806.0,39000.0,14.0,75603.0,1735475.0,13150277.0,10810500.0,26930.0,55445.0,7663498.0,2507850.0,57358.0,112936.0,35304.0,67.0,146749.0,19861.0,12837.0,490.0,-1.0,6693.0,22428.0,482000.0,66442.0,1653313.0,18236.0,28644.0,12364.0,20066.0,357557.0,3059980.0,1078028.0,78213.0,89.0,187.0,6500.0,290289.0,2516.0,4812.0,45683.0,115790.0,177206.0,2939.0,297.0,-1.0,14700.0,46023.0,79810.0,12750.0,128677.0,99.0,76465.0,57647.0,63.0,-1.0,44009.0,7742.0,2869.0,116894.0,-1.0
2010,14336.0,38312.0,407517.0,782571.0,191446.0,351230.0,735000.0,12600.0,177146.0,1200846.0,59866.0,12927.0,40.0,4.0,24350.0,27773.0,129300.0,13857.0,126676.0,6378.0,99808.0,3732.0,30709.0,261.0,188400.0,-1.0,26200.0,110980.0,199011.0,6606.0,30140.0,13218159.0,106451.0,44461.0,64.0,8510.0,521.0,3012540.0,67633.0,29.0,1.0,419799.0,1111262.0,25111.0,239698.0,53645.0,602.0,23000.0,-1.0,64622.0,7.0,22497.0,0.0,269650.0,1210100.0,1333698.0,367080.0,394662.0,33004.0,18323.0,1018.0,0.0,327293.0,-1.0,18369.0,351950.0,75806.0,931515.0,91365.0,969268.0,5496.0,484231.0,-1.0,841.0,829107.0,44823.0,8211.0,514189.0,25652.0,205565.0,43.0,229.0,0.0,939177.0,202400.0,269782.0,107560.0,112.0,41182.0,395385.0,60400.0,0.0,2148960.0,7638.0,0.0,744800.0,58608.0,859700.0,67641.0,264000.0,1228232.0,188481.0,924481.0,195378.0,1.0,107190.0,59795.0,-1.0,46845.0,942804.0,132.0,13661.0,67931.0,3.0,253335.0,37976.0,0.0,20835.0,21.0,2.0,65060.0,50390.0,3602.0,2795.0,110708.0,550857.0,6529.0,126269.0,36800.0,6805.0,208444.0,13.0,1948.0,68955.0,37000.0,14.0,85449.0,1705079.0,13203823.0,10759400.0,29121.0,57150.0,7799909.0,2535400.0,55608.0,117580.0,30370.0,70.0,147628.0,20167.0,12175.0,477.0,-1.0,6150.0,20757.0,460000.0,67703.0,1636796.0,7355.0,26337.0,11816.0,20068.0,267998.0,3011752.0,993176.0,81305.0,86.0,100.0,7498.0,305566.0,1748.0,5818.0,41455.0,112806.0,164364.0,3296.0,324.0,-1.0,10131.0,50025.0,81084.0,8090.0,119252.0,99.0,79063.0,63339.0,65.0,-1.0,45778.0,5085.0,2299.0,106588.0,-1.0
